Full Name,Winnings
LarsW.,110
NorbertS.,3200
MarcoU.,2770
FelixS.,1620
S.,1230
FrankN.,950
S.,740
NenadS.,590
OliverT.,460
SimoneS.,220
FlorianB.,1115
DanielL.,1110
TommyO.,1070
KartsenH.,980
ArminZ.,460
MohammadE.,360
MariusK.,290
KurushS.,220
RENE,2180
RAINBÄR,2020
SONETSCHKO,1935
DIRK,1560
KEVIN,1525
,680
SHAHROOZ,550
Günter,1450
Theodoros,1445
Joachim,780
Iscan,590
Tomasz,460
Quoc Duc,360
Mathias,290
Haci,220
Stephanie,200
MikeS.,1600
MarcoB.,1150
L.,740
ChristophL.,560
PatrickH.,440
RuslanS.,340
ErikN.,270
ConstantinK.,210
ThomasH.,100
PatrickK.,100
AlenB.,1987
MichaelS.,1987
TarekH.,1987
GeorgiosB.,1987
EleftheriusM.,1500
RonaldH.,720
DraganS.,570
ConstantinK.,450
KlausS.,200
RizkallahK.,200
RafaelB.,1285
EsatC.,1285
FrankN.,1285
JannikR.,620
ChristianS.,480
SimeonL.,380
JuliusF.,300
ArminZ.,230
SirjaniS.,120
EsscoE.,2680
GeorgiosB.,2000
HaukeK.,2000
EricN.,2000
HansW.,930
WilhelmA.,730
MichaelO.,580
BastianS.,460
FrankS.,200
FrankK.,200
Reza,1610
Frank,1330
Ronny,800
Hannes,600
Patrick,470
Rainer,360
John,290
Michael,230
,100
Lukas,100
Linda,3000
Nemanja,3000
Keven,1620
Deniz,1230
Norbert,960
Falko,760
Pedro,600
Fares,480
,220
Michael,100
LUKAS K,9925
IGOR P,9845
BASTIAN S,8165
MICHAEL W,7725
SIMON R,7140
MR. GRANDEMR. GRANDE,5880
DRAWBOX,2700
ALEN B,1980
YONGER W,1640
LARS BOLDING P,1380
FREDERIK G,1380
MOHAMED H,1200
,1200
MARTIN S,1090
JO QU,1090
PATRICK L.PATRICK L.,970
ALEXANDER F,970
BENJAMIN K,850
FALKO B,850
MARCO T,850
STEVEN W,770
HATTEBERG,770
CONSTANTIN K,770
SIMON K,690
KAI D,690
M. HARTMANNM. HARTMANN,690
NICO P,690
THORSTEN H,610
MÜLLER,610
STEFAN P,610
FRANZISKA H,610
KARSTEN P,540
GOKU,540
WOLFHARD B,540
SENSEI HH,540
MAX MEISE,540
MEHDI T,540
KLAUS H,540
GERD K,540
HERBERT B,17100
HERMANN MARCUS B,12370
LUKAS N,7980
SCANNER,6040
,4670
DIRTY DIRK,3650
SHADE,2910
NO DEAL,2280
JOCKEL JOE,6390
KAY S,5000
ERCAN A,5000
AHMET S,2840
ILIAS A,2280
SVEN G,1770
ALEXANDER B,1310
TIMO B,960
SPARTA,770
TILL S,640
HATTA,640
HARALD D,560
CHRISTIAN M,560
,510
PHILIPP A,510
MICHAEL ELEFTHERIOS,460
AHMET K,460
MEHDI J,420
ESSCO,420
FRANCO S,420
VEACESLAV D,380
PIERRE K,380
MÜLLER,380
VEGETARIER,49395
,30480
SERKAN A,21820
OUTLIER,17010
LEVAN R,13340
WALES,10480
NADIR A,7820
LAMI,5420
MAXIMILIAN A,4280
NUTS,3520
JOHNNY M,3520
TASJA R,2990
ZWIRBEL,2990
GOKU,2610
CLAUS K,2610
DOMINIK P,2300
,2300
ILIAS A,2050
KUNSTHAI,2050
ROBERT ALEXANDER W,2050
MARTIN S,1800
CHRISTINE S,1800
MÜTZE,1800
ALI H,1540
GIUSEPPE C,1540
AHMET C,1540
DIRK H,1540
TYSON,1340
,1340
MAX MEISE,1340
LJULJ S,1340
PATRICK L.PATRICK L.,1190
MOST WANTED,1190
BRUNO B,1190
DENNIS A,1190
SICKTHENSE,1190
JÖRG S,1190
CHRISTIAN H,1190
HARRY HIRSCH,1190
,1040
OLIVER M,1040
TIM W,1040
,1040
,1040
LARS M,1040
BENTOLE S,1040
JÖRG B,1040
FLORIAN B,1040
MICHAEL B,1040
YILMAZ T,1040
JAKOB S,1040
MICHAEL M,1040
,1040
TOBIAS W,1040
NIKLAS K,1040
ALI S,940
QUENTIN W,940
MORITZ W,940
BILLE,940
JANNIS B,940
MICHAEL O,940
THOMAS H,940
PETER B,940
BURAK G,940
S. JACOBSS. JACOBS,940
SEBASTIAN N,940
JÖREN A,940
RAINBÄR,940
MARLON B,940
JURI,940
JOE COCKER JR,940
FIDA H,860
HEIKO S,860
GHOSTDAD,860
SENSEI HH,860
ORHAN C,860
OLIVER N,860
TIM R,860
,17100
,12370
,7980
,6040
,4670
,3650
,2910
,2280
,49395
,30480
,21820
,17010
,13340
,10480
,7820
,5420
,4280
NUTS,3520
JOHNNY M,3520
TASJA R,2990
ZWIRBEL,2990
GOKU,2610
CLAUS K,2610
DOMINIK P,2300
,2300
ILIAS A,2050
KUNSTHAI,2050
ROBERT ALEXANDER W,2050
MARTIN S,1800
CHRISTINE S,1800
MÜTZE,1800
ALI H,1540
GIUSEPPE C,1540
AHMET C,1540
DIRK H,1540
TYSON,1340
,1340
MAX MEISE,1340
LJULJ S,1340
PATRICK L.PATRICK L.,1190
MOST WANTED,1190
BRUNO B,1190
DENNIS A,1190
SICKTHENSE,1190
JÖRG S,1190
CHRISTIAN H,1190
HARRY HIRSCH,1190
,1040
OLIVER M,1040
TIM W,1040
,1040
,1040
LARS M,1040
BENTOLE S,1040
JÖRG B,1040
FLORIAN B,1040
MICHAEL B,1040
YILMAZ T,1040
JAKOB S,1040
MICHAEL M,1040
,1040
TOBIAS W,1040
NIKLAS K,1040
ALI S,940
QUENTIN W,940
MORITZ W,940
BILLE,940
JANNIS B,940
MICHAEL O,940
THOMAS H,940
PETER B,940
BURAK G,940
S. JACOBSS. JACOBS,940
SEBASTIAN N,940
JÖREN A,940
RAINBÄR,940
MARLON B,940
JURI,940
JOE COCKER JR,940
FIDA H,860
HEIKO S,860
GHOSTDAD,860
SENSEI HH,860
ORHAN C,860
OLIVER N,860
TIM R,860
,49395
,30480
,21820
,17010
,13340
,10480
,7820
,5420
,4280
,3520
,3520
,2990
,2990
,2610
,2610
,2300
,2300
,2050
,2050
,2050
,1800
,1800
,1800
,1540
,1540
,1540
,1540
,1340
,1340
,1340
,1340
,1190
,1190
,1190
,1190
,1190
,1190
,1190
,1190
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,1040
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,860
,860
,860
,860
,860
,860
,860
BENYAMIN C,12885
MURRA A,10000
SHADE,6120
DENIS D,4960
DRAGAN S,3980
,3110
FIKRET A,2450
HUA L,1870
NO DEAL,1370
DEUTSCHA MEISTAA,1110
JÜRGEN K.JÜRGEN K.,1110
NUTS,980
JOE COCKER JR,980
KLAUS M,900
HAMBURGER JUNG,450
MAX B,450
,13555
,9330
,6120
,4960
,3980
,3110
,2450
,1870
,1370
,1110
,1110
,980
,980
,900
,900
ARTHUR D,14480
LUKAS N,14620
,15700
CHI QUAY H,11000
PEYMAN L,6440
ERIK C,5020
FRANK D,3970
AVALON,3090
EROL S,2340
JIHAD A,1800
STAHLBETON,1800
JAN B,1670
,1670
FRANZISKA H,6115
CONSTANTIN K,5475
ADVOKAT,3110
DRAGAN S,2550
HEIKO S,2050
ROBERT E,1590
PILLE PROMILLE,1170
YASIN T,860
HATTEBERG,690
SASA R,580
MARTIN T,580
DIETER S,500
STEFAN G,500
MONTY A,460
COBRA,460
,410
ROBERT S,410
ALEN B,370
TORBEN B,370
TOBIAS S,370
ALEXANDER M,340
NIKLAS R,340
OGUZ D,340
WIESBADEN,63820
JAKOB S,40580
VEDAT C,30420
OUTLIER,24610
MILFHUNTER,19400
DANNY B,14810
FREDERIK R,10880
GOKU,8000
JOE L,6560
C.DARWIN2,5510
JENS K,5510
ALI H,4850
PATRON,4850
MARC PHILIP F,4360
ANDREAS K,4360
NIKLAS R,3870
OLIVER N,3870
POPEYE,3380
,3380
HATTEBERG,3380
GISLE ARNE O,3050
,3050
MARKUS V,3050
ALI S,2720
JULIAN A,2720
LAMI,2720
MARCO F,2720
,2390
,2390
NIKLAS B,2390
YILMAZ T,2390
MR. GRANDEMR. GRANDE,2100
S. JACOBSS. JACOBS,2100
SYZLIK,2100
CLEMENS M,2100
LICLAC,2100
PARLISOMO,2100
STEFAN P,2100
CHARALABOS C,2100
MICHA,1870
MÜTZE,1870
LENNARD G,1870
BILLE,1870
KRZYSTOF F,1870
FABIAN D,1870
,1870
GIANLUCA F,1870
,22200
,15420
,10200
,7980
,6440
,5020
,3970
,3090
,2340
,1800
,1800
,1670
,1670
,63820
,40580
,30420
,24610
,19400
,14810
,10880
,8000
,6560
,5510
,5510
,4850
,4850
,4360
,4360
,3870
,3870
,3380
,3380
,3380
,3050
,3050
,3050
,2720
,2720
LAMI,2720
MARCO F,2720
,2390
,2390
NIKLAS B,2390
YILMAZ T,2390
MR. GRANDEMR. GRANDE,2100
S. JACOBSS. JACOBS,2100
SYZLIK,2100
CLEMENS M,2100
LICLAC,2100
PARLISOMO,2100
STEFAN P,2100
CHARALABOS C,2100
MICHA,1870
MÜTZE,1870
LENNARD G,1870
BILLE,1870
KRZYSTOF F,1870
FABIAN D,1870
,1870
GIANLUCA F,1870
,63820
,40580
,30420
,24610
,19400
,14810
,10880
,8000
,6560
,5510
,5510
,4850
,4850
,4360
,4360
,3870
,3870
,3380
,3380
,3380
,3050
,3050
,3050
,2720
,2720
,2720
,2720
,2390
,2390
,2390
,2390
,2100
,2100
,2100
,2100
,2100
,2100
,2100
,2100
,1870
,1870
,1870
,1870
,1870
,1870
,1870
,1870
PEYMAN L,31110
GISLE ARNE O,22480
FREDERIK R,14330
WALDEMAR K,10870
YUN HO C,8400
SVEN R,6420
ABI MIESEN,5190
,31110
,22480
,14330
,10870
,8400
,6420
,5190
DANNY B,925
AFTER DARK ITN,10780
AMAR B,10320
JAN B,9190
NUTS,9170
ARTHUR D,8100
GIANLUCA F,3910
KAY S,2900
FLORIAN B,2130
ROCCO,1700
DJ BABYLON,1430
FELIX A,1430
SVEN R,1240
,1240
C.DARWIN2,1130
ALI K,1130
TOBIAS W,1020
MINH P,1020
ERIK C,920
DANIEL N,920
KILIAN K,920
WALDEMAR K,850
GÜNTHER S,850
COLONEL,850
,17020
,11520
,7680
,6290
,5050
,3910
,2900
,2130
,1700
,1430
,1430
,1240
,1240
,1130
,1130
,1020
,1020
,920
,920
,920
,850
,850
,850
PASCAL R,925
MICHAEL F,23060
IGOR K,20000
PATRICK L.PATRICK L.,11920
DENIZ G,9380
KAI D,7370
ALEXANDER G,5760
,4340
FELIX R,3020
MALTE E,2390
MANUEL G,1980
WOLFOFPOKER,1980
MARCEL D,1700
TOBIAS K,1700
,1480
PASCAL R,1480
MICHAEL O,1310
NADIR K,1310
DRAGAN S,1180
LARS W,1180
FRANK G,1180
IGOR D,1040
FRANK N,1040
NORBERT K,1040
HEIKO S,900
FELIX S,900
MORITZ W,900
SVEN S,900
MANUELA M,790
WALTER B,790
KABI K,790
EDIZ A,790
PHILIPP S,680
ALEKSANDR G,680
,680
MARC F,680
CLEMENS M,680
MALTE MICHAEL V,680
PAUL B,680
ALEXANDER H,680
PETER W,590
OLLILUSTER,590
KLAUS H,590
HERMANN MARCUS B,590
HARRY HIRSCH,590
JAN M,590
GRAVE,590
PETER F,590
PIERRE D,590
MINNIE MOUSE,590
JULIUS F,590
IRFAN D,590
NIKOLAS M,590
MAX MEISE,590
SONETSCHKO,590
JAZZMAN,590
MATTHIAS K,590
MIOMIR S,520
KAMRAN E,520
ERIK S,520
,520
OLIVER V,520
JENS D,520
PIOTR K,520
SCHIKAR J,520
CHRISTOPH ALFRED P,520
MICKEY MOUSE,520
PATRICK S,520
WUDDEL,520
JÖRG S,520
ENNO P,520
DAREK T,520
MICHA,720
EleftheriosM.,2610
NaserN.,2610
KrunoS.,1620
HasanK.,1150
HelgaD.,830
MarvinK.,630
KlausS.,420
TallalN.,310
JürgenF.,260
Norbert BubbleS.,150
SabriS.,1130
HaciÜ.,990
KlausS.,790
MatthiasB.,760
PaulB.,710
JürgenF.,310
HakanÖ.,210
TonyD.,160
DavidB.,130
MichelG.,100
BrankoS.,1260
MiladG.,1160
AchimG.,730
NaserN.,510
FikretA.,100
COBRA,850
MICHA,740
BRANKO SKOPJE,675
KAMBIZ K,650
DOMINIC T,640
WAGI,1240
ThomasK.,900
MEGASIGGI,660
JensL.,470
ThomasH.,340
HansS.,260
AhmetK.,170
WalterH.,130
MÜLLER,110
ThomasM.,920
FlorianB.,660
BrankoS.,645
MauriceW.,625
SimoneS.,530
W.,480
,1745
Megasiggi,1735
Grave,1735
Sonetschko,1735
Frank the Tank,1735
G.,620
BurkhardD.,410
AhmetS.,310
FrankM.,260
Bubble KERMIT,150
MaikH.,1340
TobiasG.,1010
FrankF.,750
ClemensG.,500
PatrickL.,340
OliverB.,250
Cobra,100
Branko SKOPJE,1440
ANDRZEJS.,1060
KEVENH.,760
NASERN.,530
DRAGAN BubbleS.,150
Cobra,666
HelgaD.,666
ChristianB.,666
Müller,666
Bubble,666
DominikR.,950
EdwardH.,890
ThorstenJ.,570
P.,410
K.,300
BjörnB.,220
MedinT.,150
AbdulrahmanA.,110
FrankF.,100
Frank BubbleZ.,100
TonyD.,570
Simone Mone,570
John,570
Hans,570
NaserN.,570
MalteB.,570
S.,1630
ThomasP.,1620
FaresH.,1570
ChristopherB.,1540
RamazanK.,1360
AlexanderS.,1070
KlausS.,390
RobertR.,290
MarioB.,240
ÖmerY.,150
Henry S.Henry S.,940
Oguz D.Oguz D.,940
Hasan K.Hasan K.,940
Branko S.Branko S.,940
Patrick L.Patrick L.,390
Malte B.Malte B.,290
Tahir C.Tahir C.,200
Sven N.Sven N.,150
Michaela H.Michaela H.,120
YasinT.,820
AndreeE.,815
DraganS.,815
MÜLLER,400
RACKETE,150
COBRA,1130
GeorgiosB.,1130
BIG FISH,700
PatrickS.,500
MichaelS.,380
HassanK.,270
Deller,180
TobiasS.,140
GHOST DOG,110
Bubble HamidF.,100
BOSMAN,2100
KERMIT,1700
HANNES B,1625
ANDREAS M,910
,660
HELGA D,500
SABRI S,330
STEFFEN J,250
CONG Y,210
OLIVER B,150
Bodinger,1400
,1010
,750
Branko Skopje,530
Alexs H,380
Clemens G,290
Nicole P,190
Jacek D,140
Christian S,120
Viktor G,100
,1290
BRANKOSKOPJE,950
MatthiasW.,680
Rackete,480
Most Wanted Bubble,100
Raisefold,1000
AndreasM.,750
Sonetschko,560
Müller,370
AndreasP.,250
KabirA.,190
WolfOfPoker,2045
MauriceW.,1955
MarioS.,1810
The Special One,1665
AlenB.,1655
Husam,610
G.,420
,300
OliverB.,240
DannyB.,150
JacekD.,1165
AhmadA.,1075
OguzD.,960
StephanA.,540
WilhelmA.,390
ÖzcanA.,290
OliverK.,200
OliverB.,150
MichaelH.,120
OliverO.,100
E.,1220
BrankoS.,1000
RomanD.,1000
BorisS.,530
MichaelaH.,100
DraganS.,100
Raisefold,675
Sonetschko,675
Wagi,675
,330
Frank The Tank,220
Bastos,170
Cancan,120
Abdulrahman A.Abdulrahman A.,120
unl.unl.,175
unl.unl.,175
unl.unl.,175
unl.unl.,175
unl.unl.,300
,1300
Branko Skopje,1300
Raisefold,790
Alex,550
Müller,100
,1725
Dony,1595
Thomas,1550
,1005
Mone,1005
Helga,1000
Cancan,350
Sebastian,260
Tobias,220
Görkem,100
Oliver,1400
,1010
Tobias,750
Michael,530
Michael,380
Branko Skopje,290
Melander,190
Mehdi,140
Mario,120
,100
YILMAZ T,655
VALENTINO S,655
BRANKO SKOPJE,655
LEGEND OF SCHENFELD,655
SCAREFACE,31265
DR.PDR.P,31250
BOZZ,17330
HAMBURG,13770
VITO,10800
RENATO,8460
CLEMENS M,6360
ÖZGÜR A,4520
MEGASIGGI,3600
MICHAEL W,2990
HERMANN MARCUS B,2990
POPEYE,2590
S. JACOBSS. JACOBS,2590
,2280
STEPHAN K,2280
DOMINATIONAKTION,2040
GRAF ZAHL,2040
VILEM V,1840
MINNIE MOUSE,1840
SUPERGROBI,1840
YUN HO C,1640
SILVAN,1640
,1640
JÖRG G,1450
ASCHIL H,1450
RASCHPLATZTAUBE,1450
JULIAN A,1450
MEHMOOD M,1250
MAURICE W,1250
LEGEND OF SCHENEFELD,1250
THOMAS S,1250
,1050
DAVID H,1050
DRAGAN S,1050
STAHLBETON,1050
,1050
HENDRIK R,1050
JAN G,1050
MEHDI T,1050
WALID,910
FISK,910
SKOOBY,910
PHILIP W,910
JÖRG K,910
FLORIAN H,910
NJEGOS V,910
TOBIAS B,910
MURAT O,910
HATTEBERG,910
MEDET K,910
,910
GOKU,910
THOMAS K,910
YILMAZ T,910
AKSHAY P,910
KABI K,840
ANDREAS M,840
MASSIMILIANO G,840
,840
JEPSER H,840
BRUCE LEE,840
,840
THAMMSKI,840
YASIN T,1050
MITSCHE,1050
DASKALOS,1050
BIG FISH,1050
GRAVE,2000
EJUP R,2000
,1050
DIRK L,390
HUSAM,290
SABRI S,240
ZORAN M,240
ISMET O,210
CONG Y,210
DEALER,190
,190
,38345
,24170
,17330
,13770
,10800
,8460
,6360
,4520
,3600
,2990
,2990
,2590
,2590
,2280
,2280
,2040
,2040
,1840
,1840
,1840
,1640
,1640
,1640
,1450
,1450
,1450
,1450
,1250
,1250
,1250
,1250
,1050
,1050
,1050
,1050
,1050
,1050
,1050
,1050
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,910
,840
,840
,840
,840
,840
,840
,840
,840
CLEMENS M,15885
SVEN R,10740
THOMAS P,6980
BOZZ,5780
PAY FOR MY AUDI,4660
,3680
EJUP R,2810
FRANK D,2120
BRANKO SKOPJE,1580
,1300
NIKOLAUS,1300
ANDREAS W,1140
CAM Y,1140
JAN R,1040
HERMANN MARCUS B,1040
FISK,990
JAN B,990
,15885
,10740
,6980
,5780
,4660
,3680
,2810
,2120
,1580
,1300
,1300
,1140
,1140
,1040
,1040
,990
,990
GÖRKEM G,1300
MICHAEL O,1290
,1290
ALEX,1290
HELGA D,1290
SONETSCHKO,1290
,1290
FRANK G,290
ALEXANDER H,240
HAIG M,150
Andre,1470
Cancan,1060
Victor,780
Mohammed,550
Daskalos,400
Markus,300
Tomasz,200
Oliver,150
Oliver,130
,100
FlorianN.,430
Kevin G.Kevin G.,2575
Andree E.Andree E.,2570
Peter F.Peter F.,1590
Tobias B.Tobias B.,1130
Enteng L.Enteng L.,820
Dieke M.Dieke M.,620
Nicolas F.Nicolas F.,410
Charlarr T.Charlarr T.,310
Michael O.Michael O.,260
Branko S.Branko S.,150
Andreas,1480
Amir,1080
Sensei HH,800
Olaf,570
Kevin,410
Cong,310
Frank,210
Frank,150
Tobias,130
Alin,2300
Minnie Mouse,2200
WolfOfPoker,2200
Mark,2040
Clemens,880
Frank,640
Mehdi,440
Lothar,320
Rainbär,250
Michael,150
,1210
OguzD.,1210
Sherlock,980
KevinG.,570
JulianV.,420
PatrickL.,310
MarioS.,210
DennisS.,160
Rackete,130
Bubble HaigM.,100
,2800
SONETSCHKO,1455
CHRISTIAN S,1455
FRANK S,1455
NASER N,1455
ÖZGÜR A,1455
CAGLAR A.CAGLAR A.,1455
NORBERT S,100
DRAGAN S,100
OLIVER B,100
Rostocker,1000
Ayhan B.Ayhan B.,1000
Cancan,740
Aschil H.Aschil H.,740
Mehdi T.Mehdi T.,740
Andreas P.Andreas P.,300
Oguz D.Oguz D.,200
,150
Patrick L.Patrick L.,130
Megasissi,100
SONETSCHKO,2395
DOSCHER,2395
VATOLOCO,1480
FRANZ,1050
SHERLOCK,770
Clemens G.Clemens G.,570
Oliver K.Oliver K.,380
Ayhan B.Ayhan B.,290
Sabastian N.Sabastian N.,240
Bubble Thorsten D.Thorsten D.,150
Mr. GrandeMr. Grande,730
Matthias W.Matthias W.,730
Jan G.Jan G.,730
Scher A.Scher A.,730
Aschil H.Aschil H.,725
Felix S.Felix S.,725
Cash Tank,190
Tomasz B.Tomasz B.,140
Andrzej S.Andrzej S.,120
Müller,62
Christoph L.Christoph L.,62
Sherlock,62
Anton F.Anton F.,62
ÖZGÜR A,1665
FABIAN C,1665
NIKOLAUS,1665
MAURICE W,1665
BRANKO SKOBJE,1665
KUOLAK,590
HENDRIK K,390
MOHAMMAD Q,300
CANCAN,250
Bubble,150
TomaszB.,1250
GeorgiosB.,1130
MarcP.,820
ShahroozS.,540
,390
Cancan,290
S.,200
JulianV.,150
MalteJ.,120
,100
Skooby,550
Sami F.Sami F.,550
,550
Serkan A.Serkan A.,550
Branko Skopje,550
Ömer,1560
Branko Skopje,1150
Frank,820
Enes,570
CHRISTIAN S.CHRISTIAN S.,25190
SVEN R.SVEN R.,17780
ESSCO,11860
LAUCHZWIEBEL,8520
MAXIMILIAN S.MAXIMILIAN S.,6300
ANGLER,4450
Lars H.Lars H.,55950
Anders A.Anders A.,37230
Jesper H.Jesper H.,27230
Sickthsense,21980
Mick H.Mick H.,17230
,13040
Advokat,9580
Walid,7040
Walter B.Walter B.,5840
Dirk L.Dirk L.,4890
Clemens M.Clemens M.,4890
PZWG,4270
Outlier,4270
Appleman,3850
Njegos V.Njegos V.,3850
Lami,3440
Tofu,3440
Peter J.Peter J.,3020
Matthias P.Matthias P.,3020
C.Darwin2,3020
Ibrahim I.Ibrahim I.,2740
Shengcchao Z.Shengcchao Z.,2740
Robert S.Robert S.,2740
Popeye,2460
Brenner Toni,2460
Stephan K.Stephan K.,2460
Bromantiker,2460
Rene P.Rene P.,2180
Hamburg,2180
Scelmo,2180
Hans M.Hans M.,2180
Eduardo H.Eduardo H.,1930
Rasmus A.Rasmus A.,1930
Iyassu,1930
Leon E.Leon E.,1930
Mario S.Mario S.,1930
Nero,1930
Mephisto,1930
Hatteberg,1930
,25190
,17780
,11860
,8520
,6300
,4450
,55950
,37230
,27230
,21980
,17230
,13040
,9580
,7040
,5840
Dirk L.Dirk L.,4890
Clemens M.Clemens M.,4890
PZWG,4270
Outlier,4270
Appleman,3850
Njegos V.Njegos V.,3850
Lami,3440
Tofu,3440
Peter J.Peter J.,3020
Matthias P.Matthias P.,3020
C.Darwin2,3020
Ibrahim I.Ibrahim I.,2740
Shengcchao Z.Shengcchao Z.,2740
Robert S.Robert S.,2740
Popeye,2460
Brenner Toni,2460
Stephan K.Stephan K.,2460
Bromantiker,2460
Rene P.Rene P.,2180
Hamburg,2180
Scelmo,2180
Hans M.Hans M.,2180
Eduardo H.Eduardo H.,1930
Rasmus A.Rasmus A.,1930
Iyassu,1930
Leon E.Leon E.,1930
Mario S.Mario S.,1930
Nero,1930
Mephisto,1930
Hatteberg,1930
,55950
,37230
,27230
,21980
,17230
,13040
,9580
,7040
,5840
,4890
,4890
,4270
,4270
,3850
,3850
,3440
,3440
,3020
,3020
,3020
,2740
,2740
,2740
,2460
,2460
,2460
,2460
,2180
,2180
,2180
,2180
,1930
,1930
,1930
,1930
,1930
,1930
,1930
,1930
Serkan A.Serkan A.,18870
Bozz,12760
Florian B.Florian B.,8290
Hamburger Jung,6870
,5540
Rufus,4370
Clemens M.Clemens M.,3340
Andreas W.Andreas W.,2510
Fisk,1880
Durr,1540
,1540
Essco,1350
Der Esel,1350
Doscher,1240
Olli N,1240
Reza C,1180
Chininhaltig,1180
,18870
,12760
,8290
,6870
,5540
,4370
,3340
,2510
,1880
,1540
,1540
,1350
,1350
,1240
,1240
,1180
,1180
,17082
Hubert B.Hubert B.,17082
Ayhan B.Ayhan B.,9860
Garfild,7940
Ralph K.Ralph K.,6230
Hudson Hawk,4750
,3370
,2670
C.Darwin1,2130
Niklas R.Niklas R.,1760
Rene M.Rene M.,1760
Ramazan K.Ramazan K.,1550
Yasar K.Yasar K.,1550
Mehdi,1390
Jeromino,1390
Branko Skopje,1240
DJ Babylon,1240
Earl Hickey,1240
ALexander H.ALexander H.,1080
Der Esel,1080
Turkishfish,1080
AACI,980
Nomad,980
Mr. GrandeMr. Grande,980
Renato G.Renato G.,870
Michael,870
Yashar K.Yashar K.,870
Phil Müller,770
Harry Hurtig,770
Irsan S.Irsan S.,770
Jaqueline D.Jaqueline D.,770
Bülent E.Bülent E.,670
Jonas R.Jonas R.,670
Jens Jörg P.Jens Jörg P.,670
Daniel B.Daniel B.,670
Daniel S.Daniel S.,670
Jan C.Jan C.,670
Scher A.Scher A.,630
Stefan G.Stefan G.,630
Husam,630
Odin,630
Henrix,630
Finn C.Finn C.,630
Fabian P.Fabian P.,630
Dennis R.Dennis R.,630
,20935
,13230
,9860
,7940
,6230
,4750
,3370
,2670
,2130
,1760
,1760
,1550
,1550
,1390
,1390
,1240
,1240
,1240
,1080
,1080
,1080
,980
,980
,980
,870
,870
,870
,770
,770
,770
,770
,670
,670
,670
,670
,670
,670
,630
,630
,630
,630
,630
,630
,630
,630
Hasan K,20785
,14340
Main Event,58170
High Roller Matthias R.Matthias R.,32590
Hasan K,12540
Mohammad Q,4690
COBRA1100€ T.+50€,1100
Andrzej1100€ T.+50€,1100
TOMMY T.G.1100€ T.+50€,1100
Mohammed1100€ T.+50€,1100
MarkusN.,150
Sherlock,1100
DraganS.,1100
Branko Skopje,1100
Müller,1100
AndrzejS.,1100
NejatG.,215
G.,215
Sherlock,1000
Quoc Duc N,1000
Skooby,1000
ThomasP.,1000
RobertE.,1000
Velöd,1000
,15570
DENNIS A,10370
DENIS D,7280
DIETER S,5900
SKOOBY,4630
ERCAN A,3510
BRUCE LEE,2560
BRANKO SKOPJE,1870
,1550
C.DARWIN2,1310
,1310
DIRK V,1170
ANDREAS V,1170
AMIR P,1060
JACEN,1060
ZANEGAR,960
GERD MÜLLER,960
SVEN T,850
CARSTEN S,850
LAVIT,850
SEBASTIAN O,780
ÖMER Y,780
PIT FRICKER,780
SONETSCHKO,700
PIOTR K,700
ANDREAS P,700
NIDAS,700
MICAH H,630
BASTOS,630
DIRK M,630
,15570
,10370
,7280
,5900
,4630
,3510
,2560
,1870
,1550
,1310
,1310
,1170
,1170
,1060
,1060
,960
,960
,850
,850
,850
,780
,780
,780
,700
,700
,700
,700
,630
,630
,630
PIT FRICKER,9670
,7450
DRR PEPPER,7230
THOMAS G,6975
JOE COCKER JR,5950
,5810
PILLE PROMILLE,5715
SPARTA,1840
OLLILUSTER,1520
,1290
AMIR P,1290
,1150
ALEXOS,1150
XATAR,1040
ÖMER Y,1040
CLEMENS G,940
ROBERT E,940
CHRISTIAN R,830
RAMBO,830
THE G,830
BRANKO SKOPJE,760
ZLATIBOR D,760
NIMA R,760
GORAN M,690
DONY,690
ADRIATIK A,690
IGOR K,690
DINO,620
HATTA,620
VITO,620
,15225
,10170
,7140
,5790
,4530
,3440
,2510
,1840
,1520
,1290
,1290
,1150
,1150
,1040
,1040
,940
,940
,830
,830
,830
,760
,760
,760
,690
,690
,690
,690
,620
,620
,620
WALID,11970
NEMO,11970
SHERLOCK,7500
,7500
RAMBO,4610
JACEN,3500
SONETSCHKO,2550
BLACKMAMBA,1870
MEHMOOD M,1550
PETER W,1310
CHRISTIAN F,1310
HERMANN B,1170
JÖRN V,1170
ALPHASNOOPEY,1060
JAZZMAN,1060
,950
HANDBASKET,950
JENS L,840
MURAT O,840
NILS R,840
FRANK S,770
DIRK V,770
CHRISTIAN R,770
CAGLAR A,700
SIAMAK A,700
BIROL S,700
GERD E,700
VITO,630
MINNIE MOUSE,630
NORBERT S,630
,15495
,10330
,7250
,5880
,4610
,3500
,2550
,1870
,1550
,1310
,1310
,1170
,1170
,1060
,1060
,950
,950
,840
,840
,840
,770
,770
,770
,700
,700
,700
,700
,630
,630
,630
,2985
ACHIM W,2070
GERD MÜLLER,1380
,1030
PAY FOR MY AUDI,830
NJEGOS V,670
BILLE,530
DONY,400
ROBERT R,300
ALICO,240
DIERK F,240
FELIX R,210
